Student_ID,Wave_Year,University,Gender,Age,Urban_Rural,Family_Income,Internet_Reliability,Current_AI_User,AI_Daily_Hours,Academic_AI_Hours_Weekly,Paid_Subscription,Primary_AI_Tool,Peer_AI_Consultation,Semester_GPA,Perceived_GPA_Impact,Time_Saved_Pct,Critical_Thinking_Impact,Problem_Solving_Improvement,Exam_Prep_AI,Attention_Span_Mins,AI_Distraction_Level,Technostress_Overload,Techno_Eustress,Literacy_Awareness,Literacy_Usage_Skill,Hallucination_Detection,Career_Preparedness,Digital_Divide_Barrier,Policy_Preference
STU-11016,2026,CUET,Male,20,Urban,Middle,1,1,1.57,4.74,0,ChatGPT,4,3.39,0,40.5,4,5,0,45,4,2,2,2,2,2,5,2,Integration
STU-11016,2027,CUET,Male,21,Urban,Middle,4,1,4.23,13.11,0,Claude,2,3.77,-1,40.6,2,2,0,52,5,3,5,2,2,3,2,1,Banned
STU-11016,2028,CUET,Male,21,Urban,Middle,3,1,6.77,22.41,0,Other,1,3.74,0,46.8,4,2,1,37,3,2,4,3,3,2,2,5,Integration
STU-11017,2026,CoU,Male,19,Urban,Low,5,1,0.72,1.57,1,Other,2,3.66,0,13.5,1,5,0,49,5,5,2,1,1,2,5,1,Restriction
STU-11017,2027,CoU,Male,20,Urban,Low,3,1,2.83,6.6,0,GitHub Copilot,5,3.64,2,43.5,2,3,1,37,5,4,2,2,2,4,5,3,Banned
STU-11017,2028,CoU,Male,22,Urban,Low,1,1,5.77,19.2,0,GitHub Copilot,1,3.77,-1,25.9,3,3,0,45,2,4,3,3,3,2,4,5,Integration
STU-11018,2026,CU,Female,20,Urban,Low,5,1,2.01,7.33,0,ChatGPT,1,3.29,0,49.8,4,1,1,46,3,1,2,1,0,4,4,3,Neutral
STU-11018,2027,CU,Female,21,Urban,Low,4,1,3.09,11.0,0,ChatGPT,1,3.36,0,43.8,1,3,1,41,3,5,3,3,2,4,1,1,Neutral
STU-11018,2028,CU,Female,21,Urban,Low,5,1,2.49,7.68,1,GitHub Copilot,1,3.27,0,32.0,4,4,0,45,3,2,4,3,2,3,4,2,Integration
STU-11019,2026,SSMC,Male,19,Urban,Low,3,0,0.0,0.0,0,Other,3,2.84,-1,0.0,1,5,0,43,3,3,5,2,1,3,3,4,Restriction
STU-11019,2027,SSMC,Male,21,Urban,Low,4,1,0.98,2.44,0,Gemini,2,2.77,0,35.3,2,3,0,32,3,4,4,3,3,1,2,1,Restriction
STU-11019,2028,SSMC,Male,21,Urban,Low,3,1,4.1,13.66,0,Gemini,1,2.94,0,44.9,1,2,0,45,3,5,2,4,3,2,1,3,Banned
STU-11020,2026,KU,Male,20,Rural,Middle,2,1,1.83,5.21,0,Other,1,2.62,3,29.8,3,4,1,47,4,2,3,4,4,4,5,2,Neutral
STU-11020,2027,KU,Male,20,Rural,Middle,4,1,2.55,6.09,0,Other,1,2.53,3,44.1,4,4,0,34,2,5,3,5,5,4,3,1,Restriction
STU-11020,2028,KU,Male,21,Rural,Middle,5,1,4.26,10.22,0,Claude,1,2.55,1,11.8,2,1,0,41,3,4,5,5,5,2,1,3,Integration
STU-11021,2026,SUST,Male,19,Rural,Low,4,1,1.0,3.86,0,Gemini,5,2.59,3,49.0,5,4,0,57,1,5,2,2,2,3,2,1,Restriction
STU-11021,2027,SUST,Male,20,Rural,Low,2,1,6.17,21.48,0,ChatGPT,3,2.67,1,25.7,1,4,1,42,4,5,2,3,2,4,4,2,Restriction
STU-11021,2028,SUST,Male,22,Rural,Low,5,1,4.01,9.44,0,ChatGPT,2,2.63,3,34.7,4,3,0,45,1,3,4,4,3,3,4,1,Banned
STU-11022,2026,DU,Female,20,Rural,Upper-Middle,4,0,0.33,0.96,0,GitHub Copilot,2,3.7,-1,0.0,5,2,1,36,2,2,2,2,2,1,2,5,Integration
STU-11022,2027,DU,Female,20,Rural,Upper-Middle,3,1,1.86,5.38,0,Claude,1,3.65,0,28.0,4,4,0,45,4,3,3,3,2,1,3,2,Integration
STU-11022,2028,DU,Female,21,Rural,Upper-Middle,2,1,4.03,8.13,0,GitHub Copilot,4,3.64,1,28.8,5,3,1,33,5,2,5,3,2,4,4,2,Banned
STU-11023,2026,CU,Male,19,Urban,Middle,2,1,1.71,4.9,1,Other,3,2.84,-1,16.9,4,4,0,51,5,3,2,2,2,1,4,1,Neutral
STU-11023,2027,CU,Male,21,Urban,Middle,1,1,1.13,2.64,0,ChatGPT,2,2.71,0,41.0,2,1,0,32,4,3,3,2,1,2,3,5,Restriction
STU-11023,2028,CU,Male,22,Urban,Middle,3,1,2.52,7.55,0,GitHub Copilot,1,2.96,3,37.0,2,5,1,42,5,1,1,3,3,2,3,1,Restriction
STU-11024,2026,JUST,Male,19,Rural,Upper-Middle,4,0,0.0,0.0,1,GitHub Copilot,3,3.04,1,0.0,1,1,1,53,4,3,3,4,3,3,4,3,Restriction
STU-11024,2027,JUST,Male,21,Rural,Upper-Middle,4,1,2.99,6.76,0,ChatGPT,2,2.81,1,10.1,1,4,0,52,2,4,4,5,4,4,3,1,Restriction
STU-11024,2028,JUST,Male,21,Rural,Upper-Middle,2,1,5.11,18.98,0,ChatGPT,1,3.0,3,44.4,2,1,1,33,1,5,5,5,4,5,5,2,Restriction
STU-11025,2026,CU,Female,19,Urban,Middle,1,1,3.52,10.34,0,Gemini,5,2.72,1,38.8,1,1,1,35,3,1,2,1,1,4,1,5,Neutral
STU-11025,2027,CU,Female,21,Urban,Middle,4,1,3.96,9.36,1,Claude,5,2.76,1,19.3,1,2,1,47,1,5,2,3,2,4,2,4,Restriction
STU-11025,2028,CU,Female,22,Urban,Middle,4,0,0.0,0.0,0,Other,1,2.93,3,0.0,5,1,0,42,2,4,4,3,3,1,5,3,Integration
STU-11026,2026,CU,Male,19,Urban,Upper-Middle,4,1,4.77,12.36,0,ChatGPT,3,3.46,3,41.0,5,4,0,48,2,4,3,3,3,5,5,5,Integration
STU-11026,2027,CU,Male,21,Urban,Upper-Middle,4,1,4.22,12.52,0,Gemini,5,3.9,1,30.6,5,3,1,49,1,2,3,4,4,3,3,4,Banned
STU-11026,2028,CU,Male,21,Urban,Upper-Middle,3,1,3.75,10.68,0,Claude,1,3.86,0,33.1,1,3,1,21,4,1,3,5,4,3,2,2,Neutral
STU-11027,2026,CoU,Male,19,Rural,Middle,4,1,3.18,11.88,0,ChatGPT,1,3.88,-1,44.7,4,2,0,60,4,4,3,4,4,2,5,4,Integration
STU-11027,2027,CoU,Male,21,Rural,Middle,5,1,1.69,3.59,0,Other,2,3.91,2,37.6,3,3,0,33,2,5,5,4,4,1,4,5,Banned
STU-11027,2028,CoU,Male,21,Rural,Middle,4,1,3.44,8.92,0,Other,5,3.75,0,26.8,1,4,0,39,1,5,2,5,4,1,5,1,Neutral
STU-11028,2026,RUET,Male,20,Urban,Middle,4,0,0.0,0.0,1,ChatGPT,3,3.1,1,0.0,2,4,0,43,2,2,2,3,3,4,2,3,Integration
STU-11028,2027,RUET,Male,21,Urban,Middle,1,1,2.87,9.93,0,GitHub Copilot,3,3.07,3,33.9,3,2,0,35,2,4,2,5,5,4,4,2,Neutral
STU-11028,2028,RUET,Male,22,Urban,Middle,4,1,3.21,10.77,0,Gemini,1,3.31,1,30.9,4,3,1,36,1,2,4,5,5,1,5,2,Restriction
STU-11029,2026,AUST,Male,20,Urban,Middle,3,1,0.86,2.28,0,ChatGPT,3,3.3,3,31.4,4,3,0,40,3,3,4,3,3,3,4,5,Integration
STU-11029,2027,AUST,Male,21,Urban,Middle,2,1,4.47,13.76,0,Gemini,4,3.27,0,23.0,2,4,0,44,5,2,4,4,4,4,4,1,Banned
STU-11029,2028,AUST,Male,22,Urban,Middle,3,1,2.64,5.6,0,Other,2,3.42,2,12.6,3,5,1,21,3,2,5,4,4,3,1,2,Integration
STU-11030,2026,JUST,Male,19,Rural,Lower-Middle,1,1,3.83,13.23,0,ChatGPT,4,2.87,0,24.3,2,1,1,60,1,3,5,1,1,4,1,1,Banned
STU-11030,2027,JUST,Male,21,Rural,Lower-Middle,2,1,1.77,4.31,0,ChatGPT,1,2.9,2,21.8,2,2,0,44,5,2,4,3,2,4,4,2,Integration
STU-11030,2028,JUST,Male,22,Rural,Lower-Middle,1,1,0.88,2.67,0,Claude,2,3.14,0,46.3,1,5,1,55,4,1,3,3,2,5,1,3,Banned
STU-11031,2026,RU,Male,20,Rural,Upper-Middle,4,1,1.84,5.33,1,Gemini,1,3.09,-1,17.5,4,5,0,50,2,3,1,2,1,2,4,2,Banned
STU-11031,2027,RU,Male,20,Rural,Upper-Middle,1,1,2.3,7.43,0,GitHub Copilot,2,3.32,0,12.8,4,5,1,39,1,2,2,3,3,2,3,3,Banned
STU-11031,2028,RU,Male,21,Rural,Upper-Middle,5,1,5.38,20.1,0,GitHub Copilot,4,2.99,-1,42.2,3,2,1,48,4,2,1,4,3,1,3,5,Restriction
STU-11032,2026,ULAB,Female,19,Rural,Low,5,1,1.18,4.12,0,Claude,2,3.81,2,41.1,3,3,1,55,5,3,5,2,1,3,3,4,Restriction
STU-11032,2027,ULAB,Female,21,Rural,Low,5,1,3.81,7.76,0,Gemini,5,3.94,-1,43.7,5,2,1,56,1,2,1,2,2,5,1,4,Integration
STU-11032,2028,ULAB,Female,22,Rural,Low,1,1,4.82,15.47,0,Other,2,3.83,3,23.2,1,1,0,35,4,4,4,3,2,5,3,5,Neutral
STU-11033,2026,MIST,Female,20,Rural,Lower-Middle,5,1,2.39,8.24,1,Other,3,3.59,1,19.3,3,5,1,44,1,4,4,3,3,4,2,5,Banned
STU-11033,2027,MIST,Female,20,Rural,Lower-Middle,1,1,2.51,5.56,0,ChatGPT,2,3.64,2,47.8,4,1,1,23,1,3,5,4,4,2,3,2,Integration
STU-11033,2028,MIST,Female,22,Rural,Lower-Middle,4,1,5.35,20.91,0,ChatGPT,5,3.48,2,19.3,4,2,0,45,4,1,4,5,5,3,3,5,Neutral
STU-11034,2026,DU,Male,19,Rural,Middle,2,0,0.12,0.48,0,ChatGPT,1,3.3,-1,0.0,5,1,0,54,5,3,4,3,3,3,3,2,Restriction
STU-11034,2027,DU,Male,21,Rural,Middle,5,1,3.01,8.5,0,ChatGPT,3,3.26,-1,36.3,5,3,0,36,4,4,2,4,3,5,3,5,Banned
STU-11034,2028,DU,Male,21,Rural,Middle,5,1,2.25,6.53,0,Claude,5,3.5,-1,39.1,1,2,1,49,4,2,1,5,4,2,1,1,Neutral
STU-11035,2026,KUET,Male,19,Urban,Middle,4,1,2.23,5.55,0,GitHub Copilot,1,3.89,2,30.7,4,2,0,49,4,1,4,3,3,2,2,2,Banned
STU-11035,2027,KUET,Male,20,Urban,Middle,2,1,3.06,8.87,0,ChatGPT,2,3.79,2,16.3,3,5,0,43,4,4,2,4,4,4,3,4,Banned
STU-11035,2028,KUET,Male,21,Urban,Middle,5,1,4.75,15.2,0,ChatGPT,3,3.77,0,36.5,1,1,1,32,2,5,5,4,3,4,4,2,Banned
STU-11036,2026,SUST,Female,19,Urban,Middle,3,1,2.21,5.27,0,Gemini,2,2.63,0,34.7,4,1,1,61,3,5,3,1,0,5,3,2,Restriction
STU-11036,2027,SUST,Female,20,Urban,Middle,1,1,3.35,11.68,0,GitHub Copilot,3,2.54,2,28.9,2,2,0,52,4,5,4,2,1,1,4,5,Banned
STU-11036,2028,SUST,Female,22,Urban,Middle,2,1,4.19,11.11,0,Gemini,3,2.62,1,29.5,5,4,0,49,4,1,2,4,3,4,5,5,Integration
STU-11037,2026,ULAB,Female,20,Rural,Lower-Middle,5,1,1.93,4.73,0,Other,2,3.47,0,11.4,4,2,0,55,5,3,3,3,3,5,3,4,Neutral
STU-11037,2027,ULAB,Female,20,Rural,Lower-Middle,2,0,0.13,0.46,0,Other,5,3.47,-1,0.0,1,2,1,48,5,5,2,5,5,3,5,2,Restriction
STU-11037,2028,ULAB,Female,21,Rural,Lower-Middle,5,1,3.21,11.67,1,ChatGPT,3,3.35,0,40.6,2,1,1,19,1,3,1,5,5,5,2,1,Restriction
STU-11038,2026,JUST,Female,20,Rural,Upper-Middle,4,1,1.7,4.37,0,Other,5,3.61,-1,21.5,1,2,1,53,5,1,1,1,0,5,2,3,Banned
STU-11038,2027,JUST,Female,20,Rural,Upper-Middle,3,1,0.72,2.48,0,ChatGPT,2,3.4,0,29.7,4,4,1,49,2,4,3,2,1,3,2,5,Banned
STU-11038,2028,JUST,Female,21,Rural,Upper-Middle,1,1,4.47,12.29,0,ChatGPT,3,3.39,1,19.9,4,2,0,37,2,1,4,3,3,1,1,5,Restriction
STU-11039,2026,BUP,Female,19,Rural,Lower-Middle,4,1,1.71,3.83,0,Other,5,3.85,1,44.3,5,1,0,45,4,3,5,1,1,4,3,1,Restriction
STU-11039,2027,BUP,Female,21,Rural,Lower-Middle,3,1,3.08,11.65,1,Claude,1,3.92,1,31.1,3,3,0,56,3,5,4,2,1,1,1,5,Neutral
STU-11039,2028,BUP,Female,22,Rural,Lower-Middle,3,1,3.56,12.01,1,Other,3,3.91,0,27.4,5,5,1,40,5,3,4,3,2,2,5,5,Banned
STU-11040,2026,BUP,Female,19,Rural,Lower-Middle,3,1,0.65,1.4,0,Gemini,3,3.96,-1,20.8,3,5,1,62,5,5,1,4,3,2,2,2,Restriction
STU-11040,2027,BUP,Female,21,Rural,Lower-Middle,3,1,3.5,11.72,0,ChatGPT,2,3.98,-1,31.2,2,4,0,29,5,5,3,5,5,1,2,4,Integration
STU-11040,2028,BUP,Female,21,Rural,Lower-Middle,4,1,5.43,20.07,0,ChatGPT,1,4.0,3,10.8,3,2,1,23,3,3,3,5,5,2,4,1,Restriction
STU-11041,2026,KUET,Female,20,Rural,Lower-Middle,2,1,1.72,3.79,0,Claude,3,2.39,1,45.4,5,1,1,45,5,5,5,1,0,1,1,5,Neutral
STU-11041,2027,KUET,Female,21,Rural,Lower-Middle,5,1,3.45,13.44,0,ChatGPT,1,2.61,0,10.8,2,4,0,32,3,2,1,3,2,4,2,4,Banned
STU-11041,2028,KUET,Female,21,Rural,Lower-Middle,4,1,2.62,9.37,0,Claude,5,2.69,2,15.1,3,2,1,42,3,2,5,4,3,5,4,1,Banned
STU-11042,2026,BUET,Male,19,Rural,Low,5,1,3.2,10.78,0,ChatGPT,3,3.35,-1,10.2,1,1,1,59,1,4,4,3,2,5,2,5,Integration
STU-11042,2027,BUET,Male,21,Rural,Low,2,1,2.97,10.35,0,GitHub Copilot,4,3.54,0,49.5,2,1,1,32,2,1,2,3,2,3,1,3,Neutral
STU-11042,2028,BUET,Male,21,Rural,Low,1,1,3.59,10.74,0,Gemini,1,3.45,0,28.7,5,3,1,31,5,5,1,4,3,1,2,3,Banned
STU-11043,2026,JnU,Female,19,Urban,Upper-Middle,1,1,4.35,16.46,0,GitHub Copilot,5,3.32,3,49.6,3,3,0,47,4,3,4,3,3,2,3,3,Banned
STU-11043,2027,JnU,Female,20,Urban,Upper-Middle,5,1,4.36,17.41,0,GitHub Copilot,5,3.24,0,45.8,2,4,1,34,5,2,1,3,3,2,3,1,Integration
STU-11043,2028,JnU,Female,22,Urban,Upper-Middle,4,1,7.9,21.55,0,GitHub Copilot,5,3.52,3,12.7,2,5,0,41,1,5,4,5,5,5,4,3,Restriction
STU-11044,2026,SSMC,Male,19,Rural,Middle,1,1,4.12,10.0,0,Gemini,2,3.77,-1,13.7,4,3,0,39,5,1,2,2,1,1,2,2,Neutral
STU-11044,2027,SSMC,Male,21,Rural,Middle,3,1,1.57,3.93,0,GitHub Copilot,1,3.7,2,23.8,5,2,1,44,2,4,1,3,2,3,1,5,Restriction
STU-11044,2028,SSMC,Male,22,Rural,Middle,1,1,2.11,6.51,1,ChatGPT,5,3.72,1,25.6,5,2,0,57,2,4,2,5,4,2,1,1,Restriction
STU-11045,2026,KUET,Male,19,Urban,High,3,1,2.06,7.83,0,Gemini,3,3.79,-1,34.9,2,4,0,49,1,5,5,2,2,3,2,3,Banned
STU-11045,2027,KUET,Male,20,Urban,High,5,1,1.89,6.45,0,ChatGPT,4,3.77,1,31.6,4,5,0,55,1,5,2,2,2,4,5,2,Neutral
STU-11045,2028,KUET,Male,22,Urban,High,3,1,3.3,6.69,0,Gemini,5,3.57,1,32.7,1,5,0,57,5,4,1,3,2,3,4,5,Neutral
STU-11046,2026,DMC,Male,19,Urban,Upper-Middle,1,1,2.87,11.13,1,Other,5,3.95,2,21.6,1,3,1,33,4,4,2,1,1,5,4,1,Restriction
STU-11046,2027,DMC,Male,20,Urban,Upper-Middle,5,1,4.0,8.39,0,GitHub Copilot,4,4.0,1,25.0,2,5,1,40,1,2,1,2,1,4,3,3,Banned
STU-11046,2028,DMC,Male,22,Urban,Upper-Middle,2,1,5.7,22.28,1,Gemini,2,3.99,1,23.0,1,5,0,23,3,1,3,4,4,3,2,1,Banned
STU-11047,2026,BUP,Male,20,Urban,Lower-Middle,3,1,4.75,12.69,0,ChatGPT,3,3.25,0,47.3,3,1,0,49,5,3,4,4,4,1,4,4,Banned
STU-11047,2027,BUP,Male,21,Urban,Lower-Middle,3,1,1.85,3.99,0,Other,1,3.34,2,28.8,2,2,1,59,1,4,5,5,5,5,3,2,Restriction
STU-11047,2028,BUP,Male,22,Urban,Lower-Middle,1,1,3.65,13.27,0,Gemini,4,3.23,1,41.2,4,5,0,44,2,4,2,5,5,3,2,2,Neutral
STU-11048,2026,AIUB,Male,19,Urban,Upper-Middle,4,1,2.38,7.91,0,Other,4,3.65,3,18.4,3,1,0,50,4,2,1,3,3,5,5,4,Integration
STU-11048,2027,AIUB,Male,21,Urban,Upper-Middle,5,1,3.6,12.63,0,ChatGPT,5,3.5,-1,45.9,2,5,0,38,3,4,3,3,3,3,2,2,Neutral
STU-11048,2028,AIUB,Male,21,Urban,Upper-Middle,1,1,3.2,7.73,0,Other,1,3.58,0,45.3,1,3,1,53,3,2,5,5,5,4,1,2,Banned
STU-11049,2026,NSU,Male,19,Urban,Middle,3,0,0.0,0.0,0,Claude,4,2.77,3,0.0,1,4,0,53,4,4,4,3,2,4,1,4,Neutral
STU-11049,2027,NSU,Male,20,Urban,Middle,4,1,1.86,4.83,0,Gemini,2,2.8,0,14.6,3,3,0,38,3,5,5,3,2,5,3,3,Restriction
STU-11049,2028,NSU,Male,22,Urban,Middle,4,1,5.14,16.17,0,Gemini,4,2.55,1,42.5,5,1,0,29,5,3,3,4,3,3,4,4,Restriction
STU-11050,2026,CU,Male,19,Urban,Low,5,0,0.0,0.0,0,Gemini,3,2.98,2,0.0,5,4,0,45,5,4,1,4,3,2,2,5,Restriction
STU-11050,2027,CU,Male,20,Urban,Low,3,1,5.03,10.57,0,Other,4,3.14,1,11.2,3,4,0,39,5,4,3,5,5,1,4,2,Restriction
STU-11050,2028,CU,Male,22,Urban,Low,2,1,3.77,12.74,0,Other,2,3.12,3,18.1,4,5,1,48,5,3,1,5,4,2,4,3,Banned
STU-11051,2026,BU,Female,20,Rural,Low,4,1,2.42,5.56,0,Other,3,3.84,-1,38.7,5,5,1,52,3,3,2,3,3,1,1,3,Banned
STU-11051,2027,BU,Female,21,Rural,Low,2,1,0.91,3.24,0,Gemini,4,3.74,3,41.3,4,3,0,25,2,5,1,4,3,3,5,1,Integration
STU-11051,2028,BU,Female,21,Rural,Low,1,1,2.46,8.39,1,GitHub Copilot,4,3.8,-1,17.7,1,1,1,38,5,5,2,4,3,4,1,3,Integration
STU-11052,2026,JUST,Female,19,Urban,Lower-Middle,5,1,1.21,3.31,1,Claude,4,2.52,-1,46.8,2,3,0,60,5,4,3,4,3,2,5,3,Restriction
STU-11052,2027,JUST,Female,20,Urban,Lower-Middle,1,1,3.31,9.38,0,Other,2,2.58,2,10.4,3,2,0,56,2,3,3,5,5,5,3,2,Integration
STU-11052,2028,JUST,Female,22,Urban,Lower-Middle,5,1,6.92,18.65,0,Gemini,1,2.78,-1,34.5,1,2,0,72,4,2,2,5,5,1,2,4,Banned
STU-11053,2026,BRUR,Female,19,Rural,Lower-Middle,5,1,2.87,11.38,0,ChatGPT,5,2.75,-1,37.3,1,1,1,34,1,5,2,4,3,1,3,2,Restriction
STU-11053,2027,BRUR,Female,21,Rural,Lower-Middle,4,1,1.23,4.22,1,Claude,5,2.81,0,23.6,1,4,1,53,5,3,4,4,4,3,1,5,Banned
STU-11053,2028,BRUR,Female,21,Rural,Lower-Middle,4,1,4.0,8.06,0,Claude,4,2.67,0,30.4,3,1,0,32,3,2,1,5,4,2,1,5,Restriction
STU-11054,2026,SSMC,Female,20,Rural,Middle,4,1,3.99,14.09,0,Gemini,4,2.99,3,24.5,2,5,0,49,1,5,5,4,4,5,2,4,Integration
STU-11054,2027,SSMC,Female,20,Rural,Middle,4,1,2.1,5.8,1,Other,1,2.82,3,41.0,2,2,0,58,2,4,4,5,4,4,1,4,Restriction
STU-11054,2028,SSMC,Female,22,Rural,Middle,5,1,2.44,6.06,0,Other,3,2.69,1,39.6,5,5,0,37,3,1,3,5,4,1,2,5,Banned
STU-11055,2026,BUET,Male,20,Urban,Low,1,1,1.42,4.56,0,ChatGPT,2,3.41,0,34.0,1,2,0,30,1,2,2,2,1,4,5,3,Integration
STU-11055,2027,BUET,Male,21,Urban,Low,2,1,1.64,5.88,1,Other,2,3.09,2,16.7,2,3,0,45,2,3,3,2,1,5,2,4,Integration
STU-11055,2028,BUET,Male,22,Urban,Low,1,1,4.96,14.04,1,ChatGPT,5,3.26,2,11.3,5,2,0,30,4,5,3,4,4,1,2,2,Restriction
STU-11056,2026,BUET,Male,20,Urban,Lower-Middle,2,1,1.64,6.54,1,Claude,2,3.58,2,29.4,3,1,0,36,1,1,4,4,4,1,4,3,Neutral
STU-11056,2027,BUET,Male,21,Urban,Lower-Middle,3,1,4.85,14.42,0,Other,3,3.68,3,44.3,3,5,0,25,5,5,3,4,3,4,5,1,Neutral
STU-11056,2028,BUET,Male,21,Urban,Lower-Middle,3,1,4.16,14.96,0,Claude,5,3.79,0,44.8,1,4,0,54,3,5,2,5,4,3,5,2,Neutral
STU-11057,2026,MIST,Female,20,Rural,Upper-Middle,3,1,2.86,10.65,0,Gemini,4,2.78,-1,12.6,5,1,0,49,1,1,3,4,4,2,3,4,Restriction
STU-11057,2027,MIST,Female,20,Rural,Upper-Middle,4,1,2.68,9.29,0,ChatGPT,5,2.64,0,41.3,4,1,0,38,3,1,5,5,5,4,4,5,Neutral
STU-11057,2028,MIST,Female,21,Rural,Upper-Middle,3,1,6.16,19.44,0,Claude,2,2.62,-1,16.9,2,1,0,27,4,1,5,5,5,1,5,1,Neutral
STU-11058,2026,BU,Male,19,Urban,Upper-Middle,3,1,0.63,2.29,0,GitHub Copilot,3,2.53,3,20.4,1,4,0,50,2,2,1,2,1,2,3,1,Integration
STU-11058,2027,BU,Male,20,Urban,Upper-Middle,1,1,2.87,9.51,0,Other,2,2.65,2,17.6,5,1,0,40,1,5,2,4,3,1,4,2,Integration
STU-11058,2028,BU,Male,21,Urban,Upper-Middle,2,1,3.09,6.35,0,Claude,2,2.54,1,45.6,4,5,0,59,5,3,5,4,3,1,2,2,Neutral
STU-11059,2026,EWU,Female,19,Urban,Middle,4,1,2.01,4.26,0,Gemini,3,3.65,1,34.9,2,4,0,41,2,5,5,3,2,5,3,5,Restriction
STU-11059,2027,EWU,Female,21,Urban,Middle,2,1,0.71,2.37,0,Other,2,3.68,0,48.1,4,4,0,35,1,2,5,4,4,3,5,3,Neutral
STU-11059,2028,EWU,Female,21,Urban,Middle,4,1,6.26,23.29,0,ChatGPT,3,3.46,0,40.3,1,5,0,26,2,5,5,5,4,3,3,1,Integration
STU-11060,2026,AIUB,Male,20,Urban,Lower-Middle,2,1,0.69,1.39,0,Gemini,5,2.53,-1,27.8,3,1,0,56,2,2,2,3,3,1,3,1,Restriction
STU-11060,2027,AIUB,Male,20,Urban,Lower-Middle,3,1,2.81,6.95,0,Claude,5,2.56,2,25.4,2,5,1,31,5,1,3,4,3,4,4,4,Restriction
STU-11060,2028,AIUB,Male,21,Urban,Lower-Middle,4,1,3.79,8.34,0,Gemini,2,2.68,0,23.6,4,3,0,22,1,1,3,5,4,4,1,4,Banned
STU-11061,2026,DU,Male,19,Rural,Lower-Middle,1,1,3.7,9.05,0,Gemini,2,3.14,3,25.4,3,4,0,41,2,4,3,3,3,3,1,2,Restriction
STU-11061,2027,DU,Male,20,Rural,Lower-Middle,3,1,2.87,6.17,0,Claude,4,3.12,2,42.5,1,5,1,42,4,4,3,3,3,4,1,1,Banned
STU-11061,2028,DU,Male,22,Rural,Lower-Middle,1,1,5.87,14.25,0,Other,4,3.28,1,48.2,1,3,1,39,1,4,5,5,4,1,4,5,Restriction
STU-11062,2026,JUST,Female,20,Rural,Upper-Middle,1,1,1.64,4.53,1,Other,3,2.68,1,13.4,5,3,0,51,4,1,3,2,2,2,3,4,Restriction
STU-11062,2027,JUST,Female,21,Rural,Upper-Middle,1,0,0.0,0.0,1,Gemini,5,2.72,-1,0.0,3,3,1,60,1,5,2,4,4,2,4,2,Neutral
STU-11062,2028,JUST,Female,21,Rural,Upper-Middle,5,1,3.14,10.55,0,ChatGPT,4,2.7,0,16.4,1,5,0,39,4,2,4,4,3,4,5,5,Restriction
STU-11063,2026,CoU,Female,20,Urban,Middle,1,1,2.04,6.49,0,Other,1,3.7,0,13.9,2,4,0,43,3,3,4,3,2,5,5,1,Banned
STU-11063,2027,CoU,Female,20,Urban,Middle,5,1,2.85,7.16,0,Other,3,3.81,0,31.6,4,1,1,52,3,5,2,3,2,1,4,5,Neutral
STU-11063,2028,CoU,Female,22,Urban,Middle,1,1,4.69,17.51,0,ChatGPT,5,3.97,0,39.1,4,2,0,53,1,1,4,4,3,1,2,4,Neutral
STU-11064,2026,CoU,Male,20,Rural,Middle,3,1,1.51,5.78,0,Other,3,2.9,3,31.1,4,3,0,50,2,2,3,2,2,2,4,2,Banned
STU-11064,2027,CoU,Male,20,Rural,Middle,3,1,2.31,5.34,1,Claude,4,2.87,3,14.2,2,2,0,49,5,2,1,4,3,2,1,3,Neutral
STU-11064,2028,CoU,Male,21,Rural,Middle,5,1,1.34,4.75,0,GitHub Copilot,3,2.81,-1,13.4,5,3,1,51,3,1,1,5,5,3,4,2,Banned
STU-11065,2026,UIU,Female,19,Urban,Upper-Middle,2,0,0.44,1.39,0,GitHub Copilot,4,3.34,1,0.0,3,3,1,54,4,2,1,3,3,4,3,3,Restriction
STU-11065,2027,UIU,Female,20,Urban,Upper-Middle,5,1,1.56,3.85,0,Other,2,3.52,0,45.1,4,2,1,37,2,4,4,4,3,2,2,2,Integration
STU-11065,2028,UIU,Female,21,Urban,Upper-Middle,1,1,6.77,14.97,0,Other,4,3.58,3,46.8,2,2,0,29,3,4,1,5,4,2,5,2,Integration
STU-11066,2026,NSU,Male,19,Rural,Lower-Middle,4,1,2.05,5.46,0,Gemini,1,3.39,2,34.4,5,4,1,59,5,4,1,3,3,3,3,4,Restriction
STU-11066,2027,NSU,Male,20,Rural,Lower-Middle,1,1,2.88,6.86,0,Other,3,3.12,3,22.7,5,3,1,34,1,3,2,4,4,2,5,5,Banned
STU-11066,2028,NSU,Male,21,Rural,Lower-Middle,3,1,4.29,11.65,0,ChatGPT,4,3.28,-1,14.6,3,5,0,36,2,3,1,5,4,5,1,5,Neutral
STU-11067,2026,KUET,Female,19,Rural,Lower-Middle,5,1,3.27,7.84,0,ChatGPT,3,3.87,3,14.2,4,5,1,60,5,5,3,2,2,2,3,5,Neutral
STU-11067,2027,KUET,Female,20,Rural,Lower-Middle,3,1,2.26,6.68,0,Other,5,3.77,3,32.3,3,2,0,38,3,1,2,4,4,1,3,1,Neutral
STU-11067,2028,KUET,Female,22,Rural,Lower-Middle,2,1,4.78,12.11,0,Other,2,3.86,-1,34.4,3,5,0,55,3,4,4,5,4,4,5,3,Banned
